
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z
   10        2   0.175
    0        1   0.092
    4        1   0.092
    8        1   0.092

words(6) insufficient(4) obliged(8) walk(11) while(10) tried(10) civility(6) truth(0) few(11) short(11) 

DOC 1151
TOPIC    COUNT    PROB
----------------------
    0       13   0.345
    7       12   0.318
    3        7   0.187
    9        3   0.082
   10        1   0.029

fact(9) carry(0) favourable(7) report(9) hertfordshire(7) cousin(3) flatter(0) least(9) able(3) attentions(7) daily(7) witness(0) altogether(0) trust(7) appear(0) drawn(0) unfortunate(0) point(7) silent(0) assure(3) heart(7) cordially(3) equal(0) felicity(0) marriage(0) mind(3) thinking(7) everything(7) remarkable(3) resemblance(3) character(0) ideas(10) between(7) seem(0) designed(7) each(7) 

DOC 1152
TOPIC    COUNT    PROB
----------------------
    0       15   0.419
   17        9   0.253
    2        3   0.086
    4        2   0.058
   14        2   0.058
    3        1   0.031
    8        1   0.031
   10        1   0.031

safely(0) happiness(0) case(0) equal(0) sincerity(4) add(0) believed(0) rejoiced(17) domestic(2) comforts(17) sorry(0) recital(4) interrupted(2) whom(0) poor(14) melancholy(2) leave(14) society(17) chosen(0) eyes(10) open(3) evidently(17) visitors(17) seem(0) ask(17) compassion(17) home(17) housekeeping(8) parish(0) poultry(17) dependent(0) concerns(0) lost(0) charms(0) 

DOC 1153
TOPIC    COUNT    PROB
----------------------
    8       11   0.285
   11        9   0.233
   16        5   0.131
   10        4   0.105
    4        3   0.079
    9        3   0.079
    2        1   0.028
   14        1   0.028

length(10) chaise(11) arrived(8) placed(10) within(8) pronounced(10) ready(16) affectionate(4) parting(9) between(8) friends(9) attended(8) carriage(11) walked(11) down(16) garden(11) best(14) respects(11) thanks(8) kindness(8) received(4) winter(9) compliments(2) unknown(8) handed(8) maria(8) followed(16) door(11) point(11) closed(11) suddenly(10) reminded(16) forgotten(4) leave(8) message(8) ladies(16) rosings(11) 

DOC 1154
TOPIC    COUNT    PROB
----------------------
    3        2   0.175
    8        2   0.175
   15        2   0.175
   17        2   0.175
    5        1   0.092
    9        1   0.092

added(9) course(8) humble(17) respects(5) delivered(3) grateful(15) thanks(17) kindness(8) while(3) here(15) 

DOC 1155
TOPIC    COUNT    PROB
----------------------
   11        5   0.567
   12        2   0.233

objection(12) door(11) allowed(12) shut(11) carriage(11) drove(11) off(11) 

DOC 1156
TOPIC    COUNT    PROB
----------------------
   11        5   0.464
    9        3   0.282
    1        1   0.100

gracious(9) maria(11) few(11) minutes(11) silence(11) seems(9) since(9) things(1) happened(11) 

DOC 1157
TOPIC    COUNT    PROB
----------------------
    7        1   0.367

companion(7) 

DOC 1158
TOPIC    COUNT    PROB
----------------------
   13        3   0.344
    3        1   0.122
   16        1   0.122
   17        1   0.122
   19        1   0.122

dined(3) times(13) rosings(17) besides(19) tea(16) twice(13) tell(13) 

DOC 1159
TOPIC    COUNT    PROB
----------------------
    0        2   0.420
    7        1   0.220

added(7) privately(0) conceal(0) 

DOC 1160
TOPIC    COUNT    PROB
----------------------
    9        6   0.407
   10        5   0.340
    3        1   0.073
   18        1   0.073

journey(9) performed(10) conversation(10) alarm(10) within(18) four(9) hours(9) leaving(9) hunsford(3) reached(10) remain(9) few(10) days(9) 

DOC 1161
TOPIC    COUNT    PROB
----------------------
    3        3   0.207
    8        3   0.207
    0        2   0.140
   17        2   0.140
    9        1   0.073
   11        1   0.073
   15        1   0.073

looked(3) opportunity(15) studying(0) spirits(8) amidst(3) various(17) engagements(17) kindness(8) aunt(9) reserved(0) home(8) leisure(11) observation(3) 

DOC 1162
TOPIC    COUNT    PROB
----------------------
   14        9   0.303
    4        8   0.270
    7        8   0.270
    5        2   0.070
   19        1   0.037

effort(4) meanwhile(7) wait(14) told(14) proposals(14) power(7) exceedingly(4) same(4) highly(7) whatever(5) vanity(7) able(4) reason(7) temptation(14) openness(19) state(14) remained(5) extent(7) communicate(4) fear(7) once(14) entered(14) subject(4) hurried(4) repeating(4) something(14) grieve(7) further(14) 

DOC 1163
TOPIC    COUNT    PROB
----------------------



DOC 1164
TOPIC    COUNT    PROB
----------------------
   16       11   0.308
    9       10   0.281
    8        5   0.142
   11        4   0.114
    6        2   0.058
   13        1   0.031
   19        1   0.031

second(13) week(9) three(8) ladies(16) set(11) together(9) gracechurch(8) street(8) town(8) hertfordshire(9) drew(16) near(9) inn(9) carriage(8) meet(9) quickly(9) perceived(11) both(6) kitty(16) looking(16) dining(11) upstairs(16) these(6) girls(16) above(9) hour(16) place(9) happily(16) employed(16) visiting(9) opposite(11) watching(16) guard(19) dressing(16) 

DOC 1165
TOPIC    COUNT    PROB
----------------------
   11        5   0.364
   16        3   0.221
    4        1   0.079
    9        1   0.079
   12        1   0.079
   19        1   0.079

sisters(12) displayed(11) table(16) set(11) cold(16) meat(9) inn(19) usually(11) exclaiming(4) nice(11) agreeable(16) surprise(11) 

DOC 1166
TOPIC    COUNT    PROB
----------------------
    9        4   0.228
   14        4   0.228
    1        3   0.172
   17        3   0.172
    2        1   0.061
    7        1   0.061

mean(14) treat(7) added(9) money(1) just(1) spent(17) shop(14) showing(2) look(9) here(14) bought(9) bonnet(14) pretty(9) buy(17) get(1) home(17) 

DOC 1167
TOPIC    COUNT    PROB
----------------------
    9       12   0.605
    3        3   0.155
   14        3   0.155

sisters(9) added(9) perfect(3) unconcern(9) three(9) shop(14) bought(9) coloured(3) fresh(9) tolerable(3) besides(9) signify(9) summer(9) shire(14) left(9) meryton(14) going(9) fortnight(9) 

DOC 1168
TOPIC    COUNT    PROB
----------------------
   17        1   0.275
   19        1   0.275

greatest(19) satisfaction(17) 

DOC 1169
TOPIC    COUNT    PROB
----------------------
    1        8   0.405
    9        6   0.305
   13        2   0.105
   12        1   0.055
   18        1   0.055

going(1) near(9) brighton(9) want(12) papa(9) take(1) summer(9) scheme(9) dare(13) hardly(13) cost(18) anything(1) mamma(1) like(1) things(1) miserable(1) summer(9) else(1) 

DOC 1170
TOPIC    COUNT    PROB
----------------------
    9        5   0.340
   14        5   0.340
   11        2   0.140
   10        1   0.073

delightful(11) scheme(9) completely(10) once(14) heaven(14) brighton(9) whole(11) already(14) poor(14) regiment(9) militia(14) balls(9) meryton(9) 

DOC 1171
TOPIC    COUNT    PROB
----------------------
    9        5   0.364
   16        4   0.293
   13        2   0.150
   19        1   0.079

got(9) news(9) sat(16) down(16) table(16) excellent(13) news(9) capital(16) news(9) certain(9) person(19) like(13) 

DOC 1172
TOPIC    COUNT    PROB
----------------------
    1        3   0.344
    6        2   0.233
    7        1   0.122
   10        1   0.122

looked(10) each(7) waiter(1) told(6) need(1) stay(1) laughed(6) 

DOC 1173
TOPIC    COUNT    PROB
----------------------
    1       15   0.503
   19        6   0.203
    9        5   0.170
    5        1   0.037
   16        1   0.037

aye(1) just(1) like(1) formality(1) discretion(19) waiter(1) hear(1) cared(1) dare(1) worse(1) things(19) going(9) fellow(1) glad(1) gone(9) life(19) news(9) waiter(1) danger(5) marrying(19) mary(16) king(19) gone(9) down(1) uncle(1) gone(9) stay(1) safe(19) 

DOC 1174
TOPIC    COUNT    PROB
----------------------
   19        5   0.510
    0        2   0.210
   16        1   0.110

mary(16) king(19) safe(19) added(0) safe(19) connection(0) imprudent(19) fortune(19) 

DOC 1175
TOPIC    COUNT    PROB
----------------------
    9        2   0.420
   12        1   0.220

fool(9) going(9) liked(12) 

DOC 1176
TOPIC    COUNT    PROB
----------------------
    0        2   0.350
    6        2   0.350

strong(0) attachment(0) either(6) side(6) 

DOC 1177
TOPIC    COUNT    PROB
----------------------
    1        2   0.350
    4        1   0.183
   10        1   0.183

answer(4) cared(1) three(10) thing(1) 

DOC 1178
TOPIC    COUNT    PROB
----------------------
    3        3   0.388
    4        1   0.138
   12        1   0.138
   14        1   0.138

shocked(3) incapable(4) expression(3) sentiment(3) fancied(12) liberal(14) 

DOC 1179
TOPIC    COUNT    PROB
----------------------
    8        4   0.256
    6        3   0.194
   16        2   0.131
   18        2   0.131
   12        1   0.069
   13        1   0.069
   14        1   0.069

ate(6) elder(8) ones(13) paid(6) carriage(8) ordered(8) contrivance(18) whole(6) party(8) work(12) unwelcome(14) addition(18) kitty(16) seated(16) 

DOC 1180
TOPIC    COUNT    PROB
----------------------
    9       25   0.276
    1       22   0.243
   14       22   0.243
   13       13   0.144
   18        5   0.056
    2        1   0.012
    8        1   0.012

glad(1) bought(9) bonnet(14) fun(9) another(14) comfortable(9) talk(14) laugh(13) home(8) place(9) hear(1) happened(9) since(9) went(9) seen(14) pleasant(13) men(1) hopes(9) got(9) husband(1) back(1) old(18) maid(1) declare(14) almost(18) three(9) twenty(18) lord(1) ashamed(14) married(9) three(9) twenty(18) aunt(14) phillips(14) wants(1) get(1) husbands(1) t(1) taken(9) fun(9) lord(1) like(13) married(1) balls(9) piece(9) fun(9) colonel(14) forster(14) kitty(9) spend(13) forster(14) promised(14) dance(13) evening(13) bye(13) forster(14) friends(9) asked(13) ill(13) pen(14) forced(1) dressed(14) woman(13) clothes(1) purpose(9) pass(2) fun(9) knew(14) colonel(14) forster(14) kitty(1) except(14) aunt(9) forced(1) imagine(14) looked(13) denny(14) three(9) men(1) least(9) lord(1) laughed(1) forster(14) died(18) men(1) suspect(13) something(13) found(9) matter(1) 

DOC 1181
TOPIC    COUNT    PROB
----------------------
   17        4   0.315
    4        3   0.238
   10        2   0.162
    7        1   0.085
    9        1   0.085

parties(17) assisted(17) kitty(9) hints(7) endeavour(10) amuse(17) companions(4) listened(10) frequent(17) mention(4) name(4) 

DOC 1182
TOPIC    COUNT    PROB
----------------------
   17        5   0.464
    5        2   0.191
    7        1   0.100
   11        1   0.100

reception(17) home(17) kind(7) rejoiced(17) beauty(11) once(5) during(17) dinner(17) voluntarily(5) 

DOC 1183
TOPIC    COUNT    PROB
----------------------
    1        2   0.525

glad(1) back(1) 

DOC 1184
TOPIC    COUNT    PROB
----------------------
    8       10   0.266
   17        9   0.239
   11        8   0.213
    1        4   0.108
   10        3   0.082
    3        1   0.029
   19        1   0.029

party(8) dining(11) large(11) almost(17) lucases(8) meet(1) maria(11) hear(1) news(17) various(17) subjects(10) occupied(11) lucas(17) inquiring(11) maria(11) welfare(10) poultry(8) eldest(8) daughter(8) engaged(17) hand(11) account(17) present(8) sat(10) below(11) younger(8) lucases(8) voice(3) rather(17) person(19) enumerating(8) various(17) pleasures(17) morning(8) anybody(1) hear(1) 

DOC 1185
TOPIC    COUNT    PROB
----------------------
    9       15   0.419
    1        9   0.253
   16        5   0.142
   13        4   0.114
   11        1   0.031

mary(16) gone(9) fun(9) went(9) along(11) kitty(16) drew(13) nobody(1) coach(9) gone(9) kitty(9) sick(1) got(1) george(1) behaved(13) treated(13) three(9) cold(16) world(1) gone(9) treated(13) fun(9) got(9) coach(9) ready(16) die(1) merry(1) home(9) talked(16) laughed(1) anybody(1) ten(9) miles(9) off(9) 

DOC 1186
TOPIC    COUNT    PROB
----------------------
   16        4   0.315
    0        2   0.162
   15        2   0.162
   17        2   0.162
   10        1   0.085

mary(16) gravely(16) far(15) pleasures(17) female(15) minds(16) confess(0) charms(0) infinitely(10) prefer(17) book(16) 

DOC 1187
TOPIC    COUNT    PROB
----------------------
   10        6   0.555
   16        2   0.191
   15        1   0.100

answer(10) word(10) seldom(10) listened(10) anybody(10) half(15) minute(10) attended(16) mary(16) 

DOC 1188
TOPIC    COUNT    PROB
----------------------
   17       14   0.371
    8        7   0.187
    9        7   0.187
    0        3   0.082
   16        2   0.055
    2        1   0.029
    3        1   0.029
    5        1   0.029

afternoon(2) urgent(17) rest(5) girls(8) walk(17) meryton(9) everybody(17) went(9) steadily(17) opposed(0) scheme(9) bennets(8) home(17) half(16) pursuit(16) officers(8) another(17) reason(17) opposition(0) dreaded(8) seeing(17) resolved(8) avoid(17) possible(0) comfort(17) regiment(9) approaching(17) removal(17) beyond(17) expression(3) fortnight(9) once(8) gone(9) hoped(8) plague(9) account(17) 

DOC 1189
TOPIC    COUNT    PROB
----------------------
    9        7   0.323
   10        4   0.186
   17        4   0.186
   18        3   0.141
    6        1   0.050
   12        1   0.050

hours(9) home(17) found(9) brighton(9) scheme(9) given(18) hint(17) inn(9) under(10) frequent(17) discussion(17) between(18) parents(18) directly(10) smallest(6) intention(10) yielding(12) same(10) despaired(9) succeeding(9) 

DOC 1190
TOPIC    COUNT    PROB
----------------------



DOC 1191
TOPIC    COUNT    PROB
----------------------
    6        5   0.283
   17        4   0.228
    4        2   0.117
    9        2   0.117
   11        2   0.117
    8        1   0.061

impatience(4) happened(9) longer(8) overcome(17) length(6) resolving(17) particular(6) concerned(6) preparing(17) surprised(6) related(6) next(11) morning(9) chief(17) scene(11) between(4) 

DOC 1192
TOPIC    COUNT    PROB
----------------------
    0        7   0.323
    7        6   0.277
    3        4   0.186
    6        1   0.050
   14        1   0.050
   18        1   0.050

astonishment(3) strong(0) sisterly(0) partiality(7) admiration(3) appear(0) perfectly(6) natural(7) surprise(7) shortly(0) lost(0) sorry(0) delivered(3) sentiments(7) suited(18) recommend(3) still(7) grieved(14) refusal(0) given(7) 
